entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-02659,0.6115,"['approval_rate', 'GDP', 'perf_delta']","Moderate risk influenced by (mitigating) low course approval rate, economic GDP conditions, and declining academic performance. Review within 30 days advised.",Medium,True
STU-02660,0.6884,"['approval_rate', 'Course', 'Age at enrollment']","Moderate risk influenced by (mitigating) low course approval rate, chosen course of study, and age at enrollment. Review within 30 days advised.",Medium,True
STU-02661,0.0782,"['approval_rate', 'Age at enrollment', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and chosen course of study. No immediate action required.",Low,True
STU-02662,0.8979,"['Tuition fees up to date', 'approval_rate', 'Course']","High risk due to tuition payment status, low course approval rate, and chosen course of study. Immediate intervention recommended.",High,True
STU-02663,0.8995,"['approval_rate', 'Tuition fees up to date', 'Age at enrollment']","High risk due to low course approval rate, tuition payment status, and age at enrollment. Immediate intervention recommended.",High,True
STU-02664,0.0668,"['approval_rate', 'Age at enrollment', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02665,0.9002,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02666,0.0758,"['approval_rate', 'Course', 'Application order']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and application preference order. No immediate action required.",Low,True
STU-02667,0.9007,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02668,0.0679,"['approval_rate', 'Admission grade', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and age at enrollment. No immediate action required.",Low,True
STU-02669,0.8967,"['approval_rate', 'Course', 'Admission grade']","High risk due to low course approval rate, (mitigating) chosen course of study, and (mitigating) admission grade level. Immediate intervention recommended.",High,True
STU-02670,0.2241,"['approval_rate', 'Debtor', 'Curricular units 2nd sem (evaluations)']","Low risk. Key factors: (mitigating) low course approval rate, outstanding debt, and (mitigating) 2nd semester evaluation attempts. No immediate action required.",Low,True
STU-02671,0.0831,"['approval_rate', 'Age at enrollment', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and chosen course of study. No immediate action required.",Low,True
STU-02672,0.8877,"['approval_rate', 'Course', 'Unemployment rate']","High risk due to low course approval rate, chosen course of study, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-02673,0.0843,"[""Mother's occupation"", 'Displaced', 'Course']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) displacement status, and chosen course of study. No immediate action required.",Low,True
STU-02674,0.1289,"['approval_rate', 'Course', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02675,0.1298,"['approval_rate', 'Admission grade', 'perf_delta']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and declining academic performance. No immediate action required.",Low,True
STU-02676,0.8988,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","High risk due to low course approval rate, age at enrollment, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-02677,0.0711,"['approval_rate', 'Age at enrollment', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02678,0.0734,"[""Mother's occupation"", 'approval_rate', 'Course']","Low risk. Key factors: (mitigating) mother's occupation, low course approval rate, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02679,0.0644,"[""Mother's occupation"", 'approval_rate', 'GDP']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and economic GDP conditions. No immediate action required.",Low,True
STU-02680,0.0722,"['approval_rate', 'Previous qualification (grade)', ""Mother's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) prior qualification grade, and mother's occupation. No immediate action required.",Low,True
STU-02681,0.8768,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, (mitigating) admission grade level, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-02682,0.9002,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02683,0.1348,"['approval_rate', 'Unemployment rate', 'Tuition fees up to date']","Low risk. Key factors: low course approval rate, (mitigating) unemployment rate environment, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02684,0.8963,"['approval_rate', 'Age at enrollment', 'Course']","High risk due to low course approval rate, age at enrollment, and (mitigating) chosen course of study. Immediate intervention recommended.",High,True
STU-02685,0.0641,"[""Mother's occupation"", 'approval_rate', 'perf_delta']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and declining academic performance. No immediate action required.",Low,True
STU-02686,0.1015,"['approval_rate', 'perf_delta', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, declining academic performance, and economic GDP conditions. No immediate action required.",Low,True
STU-02687,0.9002,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02688,0.3116,"['approval_rate', 'Admission grade', 'Debtor']","Low risk. Key factors: low course approval rate, (mitigating) admission grade level, and outstanding debt. No immediate action required.",Low,True
STU-02689,0.9006,"['approval_rate', 'Tuition fees up to date', ""Mother's occupation""]","High risk due to low course approval rate, tuition payment status, and mother's occupation. Immediate intervention recommended.",High,True
STU-02690,0.7183,"['approval_rate', 'total_no_eval', 'Curricular units 1st sem (grade)']","High risk due to low course approval rate, skipping evaluations, and 1st semester grades. Immediate intervention recommended.",High,True
STU-02691,0.0811,"['approval_rate', 'Age at enrollment', 'Gender']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) age at enrollment, and gender. No immediate action required.",Low,True
STU-02692,0.0703,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (evaluations)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) 2nd semester evaluation attempts. No immediate action required.",Low,True
STU-02693,0.0648,"['approval_rate', 'Course', ""Mother's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) mother's occupation. No immediate action required.",Low,True
STU-02694,0.1393,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-02695,0.0715,"[""Mother's occupation"", 'Tuition fees up to date', 'Age at enrollment']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) tuition payment status, and age at enrollment. No immediate action required.",Low,True
STU-02696,0.9007,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02697,0.2331,"[""Mother's occupation"", 'Tuition fees up to date', 'GDP']","Low risk. Key factors: (mitigating) mother's occupation, tuition payment status, and (mitigating) economic GDP conditions. No immediate action required.",Low,True
STU-02698,0.0827,"['approval_rate', 'Age at enrollment', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) age at enrollment, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02699,0.0703,"['approval_rate', 'Admission grade', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and (mitigating) age at enrollment. No immediate action required.",Low,True
